2018-04-04T09:37:47.187Z - info: Smart Irrigation System is up and running...
2018-04-04T09:37:49.759Z - info: User function triggered, starting execution
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.131Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.131Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.131Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.131Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.131Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.132Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.133Z - info: [setInterval] Sensor activated => true
2018-04-07T05:13:35.133Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.133Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.133Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.134Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.135Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.136Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.136Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.136Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.136Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.136Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.136Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.136Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.136Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.136Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.136Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.136Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.137Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.137Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.137Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.137Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.137Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.137Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.137Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.137Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.137Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.137Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.137Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.138Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.139Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.139Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.139Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.139Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.139Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.143Z - info: Reading feed from thingspeak by => 406519 with count => 2042
2018-04-07T05:13:35.146Z - info: Reading feed from thingspeak by => 406519 with count => 2043
2018-04-07T05:13:35.148Z - info: Reading feed from thingspeak by => 406519 with count => 2044
2018-04-07T05:13:35.150Z - info: Reading feed from thingspeak by => 406519 with count => 2045
2018-04-07T05:13:35.150Z - info: Reading feed from thingspeak by => 406519 with count => 2046
2018-04-07T05:13:35.152Z - info: Reading feed from thingspeak by => 406519 with count => 2047
2018-04-07T05:13:35.154Z - info: Reading feed from thingspeak by => 406519 with count => 2048
2018-04-07T05:13:35.155Z - info: Reading feed from thingspeak by => 406519 with count => 2049
2018-04-07T05:13:35.157Z - info: Reading feed from thingspeak by => 406519 with count => 2050
2018-04-07T05:13:35.159Z - info: Reading feed from thingspeak by => 406519 with count => 2051
2018-04-07T05:13:35.161Z - info: Reading feed from thingspeak by => 406519 with count => 2052
2018-04-07T05:13:35.162Z - info: Reading feed from thingspeak by => 406519 with count => 2053
2018-04-07T05:13:35.164Z - info: Reading feed from thingspeak by => 406519 with count => 2054
2018-04-07T05:13:35.165Z - info: Reading feed from thingspeak by => 406519 with count => 2055
2018-04-07T05:13:35.167Z - info: Reading feed from thingspeak by => 406519 with count => 2056
2018-04-07T05:13:35.169Z - info: Reading feed from thingspeak by => 406519 with count => 2057
2018-04-07T05:13:35.170Z - info: Reading feed from thingspeak by => 406519 with count => 2058
2018-04-07T05:13:35.172Z - info: Reading feed from thingspeak by => 406519 with count => 2059
2018-04-07T05:13:35.174Z - info: Reading feed from thingspeak by => 406519 with count => 2060
2018-04-07T05:13:35.176Z - info: Reading feed from thingspeak by => 406519 with count => 2061
2018-04-07T05:13:35.177Z - info: Reading feed from thingspeak by => 406519 with count => 2062
2018-04-07T05:13:35.179Z - info: Reading feed from thingspeak by => 406519 with count => 2063
2018-04-07T05:13:35.181Z - info: Reading feed from thingspeak by => 406519 with count => 2064
2018-04-07T05:13:35.183Z - info: Reading feed from thingspeak by => 406519 with count => 2065
2018-04-07T05:13:35.184Z - info: Reading feed from thingspeak by => 406519 with count => 2066
2018-04-07T05:13:35.186Z - info: Reading feed from thingspeak by => 406519 with count => 2067
2018-04-07T05:13:35.188Z - info: Reading feed from thingspeak by => 406519 with count => 2068
2018-04-07T05:13:35.190Z - info: Reading feed from thingspeak by => 406519 with count => 2069
2018-04-07T05:13:35.191Z - info: Reading feed from thingspeak by => 406519 with count => 2070
2018-04-07T05:13:35.193Z - info: Reading feed from thingspeak by => 406519 with count => 2071
2018-04-07T05:13:35.195Z - info: Reading feed from thingspeak by => 406519 with count => 2072
2018-04-07T05:13:35.197Z - info: Reading feed from thingspeak by => 406519 with count => 2073
2018-04-07T05:13:35.198Z - info: Reading feed from thingspeak by => 406519 with count => 2074
2018-04-07T05:13:35.200Z - info: Reading feed from thingspeak by => 406519 with count => 2075
2018-04-07T05:13:35.202Z - info: Reading feed from thingspeak by => 406519 with count => 2076
2018-04-07T05:13:35.204Z - info: Reading feed from thingspeak by => 406519 with count => 2077
2018-04-07T05:13:35.206Z - info: Reading feed from thingspeak by => 406519 with count => 2078
2018-04-07T05:13:35.208Z - info: Reading feed from thingspeak by => 406519 with count => 2079
2018-04-07T05:13:35.209Z - info: Reading feed from thingspeak by => 406519 with count => 2080
2018-04-07T05:13:35.211Z - info: Reading feed from thingspeak by => 406519 with count => 2081
2018-04-07T05:13:35.213Z - info: Reading feed from thingspeak by => 406519 with count => 2082
2018-04-07T05:13:35.215Z - info: Reading feed from thingspeak by => 406519 with count => 2083
2018-04-07T05:13:35.217Z - info: Reading feed from thingspeak by => 406519 with count => 2084
2018-04-07T05:13:35.218Z - info: Reading feed from thingspeak by => 406519 with count => 2085
2018-04-07T05:13:35.220Z - info: Reading feed from thingspeak by => 406519 with count => 2086
2018-04-07T05:13:35.222Z - info: Reading feed from thingspeak by => 406519 with count => 2087
2018-04-07T05:13:35.224Z - info: Reading feed from thingspeak by => 406519 with count => 2088
2018-04-07T05:13:35.226Z - info: Reading feed from thingspeak by => 406519 with count => 2089
2018-04-07T05:13:35.228Z - info: Reading feed from thingspeak by => 406519 with count => 2090
2018-04-07T05:13:35.229Z - info: Reading feed from thingspeak by => 406519 with count => 2091
2018-04-07T05:13:35.231Z - info: Reading feed from thingspeak by => 406519 with count => 2092
2018-04-07T05:13:35.233Z - info: Reading feed from thingspeak by => 406519 with count => 2093
2018-04-07T05:13:35.235Z - info: Reading feed from thingspeak by => 406519 with count => 2094
2018-04-07T05:13:35.236Z - info: Reading feed from thingspeak by => 406519 with count => 2095
2018-04-07T05:13:35.238Z - info: Reading feed from thingspeak by => 406519 with count => 2096
2018-04-07T05:13:35.240Z - info: Reading feed from thingspeak by => 406519 with count => 2097
2018-04-07T05:13:35.242Z - info: Reading feed from thingspeak by => 406519 with count => 2098
2018-04-07T05:13:35.244Z - info: Reading feed from thingspeak by => 406519 with count => 2099
2018-04-07T05:13:35.245Z - info: Reading feed from thingspeak by => 406519 with count => 2100
2018-04-07T05:13:35.247Z - info: Reading feed from thingspeak by => 406519 with count => 2101
2018-04-07T05:13:35.249Z - info: Reading feed from thingspeak by => 406519 with count => 2102
2018-04-07T05:13:35.251Z - info: Reading feed from thingspeak by => 406519 with count => 2103
2018-04-07T05:13:35.253Z - info: Reading feed from thingspeak by => 406519 with count => 2104
2018-04-07T05:13:35.254Z - info: Reading feed from thingspeak by => 406519 with count => 2105
2018-04-07T05:13:35.256Z - info: Reading feed from thingspeak by => 406519 with count => 2106
2018-04-07T05:13:35.258Z - info: Reading feed from thingspeak by => 406519 with count => 2107
2018-04-07T05:13:35.260Z - info: Reading feed from thingspeak by => 406519 with count => 2108
2018-04-07T05:13:35.262Z - info: Reading feed from thingspeak by => 406519 with count => 2109
2018-04-07T05:13:35.263Z - info: Reading feed from thingspeak by => 406519 with count => 2110
2018-04-07T05:13:35.265Z - info: Reading feed from thingspeak by => 406519 with count => 2111
2018-04-07T05:13:35.267Z - info: Reading feed from thingspeak by => 406519 with count => 2112
2018-04-07T05:13:35.269Z - info: Reading feed from thingspeak by => 406519 with count => 2113
2018-04-07T05:13:35.271Z - info: Reading feed from thingspeak by => 406519 with count => 2114
2018-04-07T05:13:35.273Z - info: Reading feed from thingspeak by => 406519 with count => 2115
2018-04-07T05:13:35.275Z - info: Reading feed from thingspeak by => 406519 with count => 2116
2018-04-07T05:13:35.277Z - info: Reading feed from thingspeak by => 406519 with count => 2117
2018-04-07T05:13:35.278Z - info: Reading feed from thingspeak by => 406519 with count => 2118
2018-04-07T05:13:35.280Z - info: Reading feed from thingspeak by => 406519 with count => 2119
2018-04-07T05:13:35.282Z - info: Reading feed from thingspeak by => 406519 with count => 2120
2018-04-07T05:13:35.287Z - info: Reading feed from thingspeak by => 406519 with count => 2121
2018-04-07T05:13:35.288Z - info: Reading feed from thingspeak by => 406519 with count => 2122
2018-04-07T05:13:35.290Z - info: Reading feed from thingspeak by => 406519 with count => 2123
2018-04-07T05:13:35.292Z - info: Reading feed from thingspeak by => 406519 with count => 2124
2018-04-07T05:13:35.294Z - info: Reading feed from thingspeak by => 406519 with count => 2125
2018-04-07T05:13:35.295Z - info: Reading feed from thingspeak by => 406519 with count => 2126
2018-04-07T05:13:35.297Z - info: Reading feed from thingspeak by => 406519 with count => 2127
2018-04-07T05:13:35.299Z - info: Reading feed from thingspeak by => 406519 with count => 2128
2018-04-07T05:13:35.301Z - info: Reading feed from thingspeak by => 406519 with count => 2129
2018-04-07T05:13:35.303Z - info: Reading feed from thingspeak by => 406519 with count => 2130
2018-04-07T05:13:35.305Z - info: Reading feed from thingspeak by => 406519 with count => 2131
2018-04-07T05:13:35.307Z - info: Reading feed from thingspeak by => 406519 with count => 2132
2018-04-07T05:13:35.309Z - info: Reading feed from thingspeak by => 406519 with count => 2133
2018-04-07T05:13:35.311Z - info: Reading feed from thingspeak by => 406519 with count => 2134
2018-04-07T05:13:35.312Z - info: Reading feed from thingspeak by => 406519 with count => 2135
2018-04-07T05:13:35.314Z - info: Reading feed from thingspeak by => 406519 with count => 2136
2018-04-07T05:13:35.316Z - info: Reading feed from thingspeak by => 406519 with count => 2137
2018-04-07T05:13:35.318Z - info: Reading feed from thingspeak by => 406519 with count => 2138
2018-04-07T05:13:35.319Z - info: Reading feed from thingspeak by => 406519 with count => 2139
2018-04-07T05:13:35.321Z - info: Reading feed from thingspeak by => 406519 with count => 2140
2018-04-07T05:13:35.323Z - info: Reading feed from thingspeak by => 406519 with count => 2141
2018-04-07T05:13:35.325Z - info: Reading feed from thingspeak by => 406519 with count => 2142
2018-04-07T05:13:35.327Z - info: Reading feed from thingspeak by => 406519 with count => 2143
2018-04-07T05:13:35.329Z - info: Reading feed from thingspeak by => 406519 with count => 2144
2018-04-07T05:13:35.331Z - info: Reading feed from thingspeak by => 406519 with count => 2145
2018-04-07T05:13:35.333Z - info: Reading feed from thingspeak by => 406519 with count => 2146
2018-04-07T05:13:35.335Z - info: Reading feed from thingspeak by => 406519 with count => 2147
2018-04-07T05:13:35.337Z - info: Reading feed from thingspeak by => 406519 with count => 2148
2018-04-07T05:13:35.339Z - info: Reading feed from thingspeak by => 406519 with count => 2149
2018-04-07T05:13:35.340Z - info: Reading feed from thingspeak by => 406519 with count => 2150
2018-04-07T05:13:35.342Z - info: Reading feed from thingspeak by => 406519 with count => 2151
2018-04-07T05:13:35.344Z - info: Reading feed from thingspeak by => 406519 with count => 2152
2018-04-07T05:13:35.346Z - info: Reading feed from thingspeak by => 406519 with count => 2153
2018-04-07T05:13:35.349Z - info: Reading feed from thingspeak by => 406519 with count => 2154
2018-04-07T05:13:35.351Z - info: Reading feed from thingspeak by => 406519 with count => 2155
2018-04-07T05:13:35.398Z - info: Reading feed from thingspeak by => 406519 with count => 2156
2018-04-07T05:13:35.403Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.403Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.403Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.403Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.403Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.403Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.403Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.403Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.403Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.404Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.404Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.404Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.404Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.404Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.404Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.404Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.404Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.404Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.404Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.404Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.404Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.405Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.405Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.405Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.405Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.405Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.405Z - info: [setInterval] Sensor activated => true
[setInterval] Sensor activated => true
2018-04-07T05:13:35.405Z - info: Reading feed from thingspeak by => 406519 with count => 2157
2018-04-07T05:13:35.407Z - info: Reading feed from thingspeak by => 406519 with count => 2158
2018-04-07T05:13:35.409Z - info: Reading feed from thingspeak by => 406519 with count => 2159
2018-04-07T05:13:35.411Z - info: Reading feed from thingspeak by => 406519 with count => 2160
2018-04-07T05:13:35.413Z - info: Reading feed from thingspeak by => 406519 with count => 2161
2018-04-07T05:13:35.415Z - info: Reading feed from thingspeak by => 406519 with count => 2162
2018-04-07T05:13:35.418Z - info: Reading feed from thingspeak by => 406519 with count => 2163
2018-04-07T05:13:35.420Z - info: Reading feed from thingspeak by => 406519 with count => 2164
2018-04-07T05:13:35.422Z - info: Reading feed from thingspeak by => 406519 with count => 2165
2018-04-07T05:13:35.425Z - info: Reading feed from thingspeak by => 406519 with count => 2166
2018-04-07T05:13:35.427Z - info: Reading feed from thingspeak by => 406519 with count => 2167
2018-04-07T05:13:35.429Z - info: Reading feed from thingspeak by => 406519 with count => 2168
2018-04-07T05:13:35.431Z - info: Reading feed from thingspeak by => 406519 with count => 2169
2018-04-07T05:13:35.433Z - info: Reading feed from thingspeak by => 406519 with count => 2170
2018-04-07T05:13:35.435Z - info: Reading feed from thingspeak by => 406519 with count => 2171
2018-04-07T05:13:35.437Z - info: Reading feed from thingspeak by => 406519 with count => 2172
2018-04-07T05:13:35.438Z - info: Reading feed from thingspeak by => 406519 with count => 2173
2018-04-07T05:13:35.440Z - info: Reading feed from thingspeak by => 406519 with count => 2174
2018-04-07T05:13:35.442Z - info: Reading feed from thingspeak by => 406519 with count => 2175
